Record_Type|State_Code|Station_Id|Travel_Dir|Travel_Lane|Year_Record|F_System|Num_Lanes|Sample_Type_Volume|Num_Lanes_Volume|Method_Volume|Sample_Type_Class|Num_Lanes_Class|Method_Class|Algorithm_Volume|Num_Classes|Sample_Type_Truck|Num_Lanes_Truck|Method_Truck|Calibration|Data_Retrieval|Type_Sensor_1|Type_Sensor_2|Primary_Purpose|LRS_Id|LRS_Point|Latitude|Longitude|SHRP_Id|Prev_Station_Id|Year_Established|Year_Discontinued|County_Code|Is_Sample|Sample_Id|NHS|Posted_Route_Signing|Posted_Signed_Route|Con_Route_Signing|Con_Signed_Route|Station_Location
S|06|030200|5|4|18|1U|4|T|4|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|517858|38568302|121510926|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 50 SAC52                    
S|06|030100|1|0|18|1R|3|T|3|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|507330|38426110|121487361|    |      |97|00|067|N|            |Y|1|005     |1|005     |LAGUNA BOULEVARD SAC512.037                       
S|05|460286|1|2|18|1U|2|T|2|3|H|2|3|G|15|T|2|5|M|2|P|L|P|000024501000|  3225|33253884| 94002520|    |      |98|  |091|N|            |N|3|00000245|0|        | SH 245 Sec 010 LM 002.20 bet S.H. 196 U.S.82     
S|06|011470|1|0|18|2U|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000101R|700840|40742540|124202844|    |      |97|00|023|N|            |Y|3|101     |3|101     |SPRUCE POINT HUM10173.49                          
S|06|023120|1|2|18|1U|3|T|3|3|H|3|3|G|15| |0|0| |2|P|N|P|00000000005R|682037|40641526|122364903|    |      |67|00|089|N|            |Y|1|005     |1|005     |REDDING, OASIS ROAD SHA5R19.40                    
S|06|022310|5|1|18|1R|3|T|3|3|H|3|3|G|15| |0|0| |2|P|N|P|00000000005R|795565|41992728|122609699|    |      |66|00|093|N|            |Y|1|005     |1|005     |HILT ROAD SIS5R68.328                             
S|05|600870|7|2|18|2U|3|T|3|3|H|3|3|G|15|T|3|5|M|2|P|L|P|000044002000| 17742|34817101| 92153976|    |      |03|  |119|Y|440020010550|Y|3|00000440|0|        |"SH 440 Sec 020 LM 002.00 South S.H.161Rixey"     
S|06|030250|5|2|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|518470|38576810|121507761|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, P/Q STREETS SAC523                    
S|05|480086|5|2|18|3R|1|T|1|3|H|1|3|M|13|T|1|5|T|2|P|L|P|48x00079x130|518009|34670883| 91355140|0000|000000|16|00|095|N|480791300518|Y|2|00000079|0|        |S.H.79 Sec 130 West of White River Br             
S|06|011490|1|1|18|2U|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000101R|702300|40760466|124189860|    |      |97|00|023|N|            |Y|3|101     |3|101     |HERRICK AVENUE HUM10174.95                        
S|06|030070|5|1|18|1R|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|505579|38401047|121482151|    |      |98|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, ELK GROVE BLV SAC5                    
S|06|030080|5|0|18|1R|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|505579|38401047|121482151|    |      |98|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, ELK GROVE BLV SAC5                    
S|06|022340|5|0|18|3R|1|T|1|3|N|0|0| |13| |0|0| |2|L|N|P|00000000395R|518297|41496732|120538334|    |      |97|00|049|N|            |Y|2|395     |2|395     |ALTURAS STATE HIGHWAY MOD39523                    
S|05|700040|1|1|18|3R|2|T|2|3|N|4|3|G|15|T|2|5|M|2|P|L|L|000016701000|  5150|33176940| 92634720|    |      |00|  |139|N|            |N|2|00000167|0|        |US 167 Sec 010 LM 013.41 South of U.S. 82         
S|06|030150|1|4|18|1U|4|T|4|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|512478|38495536|121516545|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, FLORIN ROAD SAC517                    
S|06|030300|5|5|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|519092|38584619|121502921|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, I STREET SAC523.79                    
S|05|600345|1|2|18|1U|3|T|3|3|H|3|3|G|15|B|3|5|M|2|P|L|P|000043021000|  4250|34722431| 92401337|5805|      |86|  |119|Y|430210003570|Y|1|00000430|0|        |IN 430 Sec 210 LM 004.25 N. of Colonel Glenn Rd.  
S|06|011490|5|2|18|2U|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000101R|702300|40760466|124189860|    |      |97|00|023|N|            |Y|3|101     |3|101     |HERRICK AVENUE HUM10174.95                        
S|06|030100|1|2|18|1R|3|T|3|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|507330|38426110|121487361|    |      |97|00|067|N|            |Y|1|005     |1|005     |LAGUNA BOULEVARD SAC512.037                       
S|06|022390|1|1|18|1U|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|670435|40480453|122319406|    |      |97|00|089|N|            |Y|1|005     |1|005     |0.8MI N/O SACRAMENTO RIV SHA5R                    
S|05|700229|5|1|18|3U|1|T|1|3|N|1|3|G|15|N|0|1|U|2|L|R|P|000016701B00|  5129|33252789| 92661935|    |      |87|  |139|Y|16701B003120|N|2|00000167|0|        |US 167 Sec 01B LM 003.18 North of S.H. 7 Spur     
S|06|030200|1|1|18|1U|4|T|4|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|517858|38568302|121510926|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 50 SAC52                    
S|06|030390|5|3|18|1U|6|T|6|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|522015|38624997|121517188|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 80 SAC52                    
S|05|600388|3|1|18|1U|4|T|4|3|N|4|3|G|15|N|0|1|U|2|L|P|P|000003023000|223377|34428270| 92161960|    |      |97|  |119|N|            |N|1|00000030|0|        |IN 030 Sec 230 LM 138.60 bet U.S. 65 Roosevelt    
S|06|018040|1|0|18|3R|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000101R|734884|41150710|124135002|    |      |97|00|023|N|            |Y|3|101     |3|101     |PATRICKS POINT HUM101107.67                       
S|06|030120|5|0|18|1U|3|T|3|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|512478|38495536|121516545|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, FLORIN ROAD SAC517                    
S|06|022710|5|0|18|1R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000005R|631984|39942521|122200261|    |      |65|00|103|N|            |Y|1|005     |1|005     |GALLAGHER AVENUE TEH5R9.972                       
S|05|720236|5|2|18|1U|2|N|2|3|H|2|3|G|15|T|2|5|M|2|P|L|P|000054004000| 61300|36045171| 94190832|    |      |86|  |143|Y|540040061370|Y|1|00000540|0|        |IN 540 Sec 040 LM 061.30 S.of U.S.62 Interchange  
S|06|030250|1|2|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|518470|38576810|121507761|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, P/Q STREETS SAC523                    
S|06|030750|5|3|18|1U|3|T|3|3|H|3|3|G|15| |0|0| |2|P|N|P|00000000005R|537031|38684705|121751127|    |      |97|00|113|N|            |Y|1|005     |1|005     |WOODLAND, JCT. RTE. 113 YOL5R7                    
S|06|030790|1|2|18|1R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000005R|552555|38847913|121939850|    |      |97|00|113|N|            |Y|1|005     |1|005     |JCT. RTE. 505 SOUTH YOL5R22.61                    
S|05|600563|3|1|18|1U|3|T|3|3|N|3|3|G|15|N|0|1|U|1|L|R|P|000003023000| 48650|34645725| 92430511|    |      |06|  |119|N|            |N|1|00000030|0|        |IN 030 Sec 230 East of Saline Co. Line            
S|06|018040|5|0|18|3R|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000101R|734884|41150710|124135002|    |      |97|00|023|N|            |Y|3|101     |3|101     |PATRICKS POINT HUM101107.67                       
S|06|030150|1|2|18|1U|4|T|4|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|512478|38495536|121516545|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, FLORIN ROAD SAC517                    
S|06|023010|3|0|18|3U|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000299R|137967|40586388|122397330|    |      |64|00|089|N|            |Y|3|299     |3|299     |REDDING, COURT STREET SHA29923                    
S|05|730068|1|2|18|2R|2|T|2|3|H|2|3|M|13|T|2|5|T|2|P|L|P|73x00067x130|914104|35332471|509154200|3011|000000|99|00|145|Y|730671309141|Y|2|00000067|0|        |U.S.67 Sec 130 L.M. 10.40 at S.H.258              
S|06|030250|1|3|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|518470|38576810|121507761|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, P/Q STREETS SAC523                    
S|06|030800|5|3|18|1R|3|T|3|3|H|3|3|G|15| |0|0| |2|P|N|P|00000000005R|552555|38847913|121939850|    |      |97|00|113|N|            |Y|1|005     |1|005     |JCT. RTE. 505 SOUTH YOL5R22.61                    
S|05|600563|3|2|18|1U|3|T|3|3|N|3|3|G|15|N|0|1|U|1|L|R|P|000003023000| 48650|34645725| 92430511|    |      |06|  |119|N|            |N|1|00000030|0|        |IN 030 Sec 230 East of Saline Co. Line            
S|06|018070|1|0|18|3R|1|T|1|3|H|1|3|G|15| |0|0| |2|P|N|P|00000000101R|808854|41989671|124207395|    |      |97|00|015|N|            |Y|3|101     |3|101     |OREGON STATE LINE DN10145.89                      
S|06|030150|5|0|18|1U|4|T|4|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|512478|38495536|121516545|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, FLORIN ROAD SAC517                    
S|06|023040|1|0|18|1U|3|T|3|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|677094|40570947|122360431|    |      |66|00|089|N|            |Y|1|005     |1|005     |REDDING, CYPRESS STREET SHA5R1                    
S|05|730068|5|1|18|2R|2|T|2|3|H|2|3|M|13|T|2|5|T|2|P|L|P|73x00067x130|914104|35332471|509154200|3011|000000|99|00|145|Y|730671309141|Y|2|00000067|0|        |U.S.67 Sec 130 L.M. 10.40 at S.H.258              
S|06|030300|5|3|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|519092|38584619|121502921|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, I STREET SAC523.79                    
S|06|032000|1|1|18|4R|2|T|2|3|H|2|3|G|15|B|2|5|C|2|B|N|P|00000000049R|180704|38978191|121108313|6044|049   |01|00|061|N|            |Y|3|049     |3|049     |LORENSEN RD PLA49R8.973                           
S|05|600639|7|2|18|1U|3|T|3|3|N|2|3|G|15|N|0|1|U|2|L|P|P|000003023000|224664|34740482| 92262633|    |      |86|  |119|N|            |N|1|00000030|0|        |"IN 030 Sec 23 LM 140.00 bet 6th and 9th StsLR"   
S|06|018070|5|1|18|3R|2|T|2|3|H|1|3|G|15| |0|0| |2|P|N|P|00000000101R|808854|41989671|124207395|    |      |97|00|015|N|            |Y|3|101     |3|101     |OREGON STATE LINE DN10145.89                      
S|06|030200|1|3|18|1U|4|T|4|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|517858|38568302|121510926|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 50 SAC52                    
S|06|023040|1|2|18|1U|3|T|3|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|677094|40570947|122360431|    |      |66|00|089|N|            |Y|1|005     |1|005     |REDDING, CYPRESS STREET SHA5R1                    
S|05|730076|5|1|18|5R|1|T|1|3|H|1|3|G|15|T|1|5|M|2|P|L|P|000012401200| 19957|35448460| 91072871|    |      |11|  |145|N|            |N|3|00000124|0|        |SH 124 Sec 12 LM 8.95                             
S|05|740035|7|1|18|4R|1|T|1|3|H|1|3|G|15|T|1|5|M|2|P|L|P|000006413000|  8870|35277412| 91260162|    |      |02|  |147|Y|064130000770|Y|2|00000064|0|        |US 064 Sec 130 LM 005.50 West if S.H. 17          
S|06|030390|1|1|18|1U|6|T|6|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|522015|38624997|121517188|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 80 SAC52                    
S|06|032010|1|0|18|2U|2|T|2|3|H|2|3|G|15|T|2|5|C|2|B|N|P|00000000099R|379799|39754188|121845142|    |107   |97|00|007|N|            |Y|3|099     |3|099     |CHICO, COHASSET HIGHWAY BUT99R                    
S|05|600870|3|3|18|2U|3|T|3|3|H|3|3|G|15|T|3|5|M|2|P|L|P|000044002000| 17742|34817101| 92153976|    |      |03|  |119|Y|440020010550|Y|3|00000440|0|        |"SH 440 Sec 020 LM 002.00 South S.H.161Rixey"     
S|06|018070|5|2|18|3R|2|T|2|3|H|1|3|G|15| |0|0| |2|P|N|P|00000000101R|808854|41989671|124207395|    |      |97|00|015|N|            |Y|3|101     |3|101     |OREGON STATE LINE DN10145.89                      
S|06|030250|5|0|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|518470|38576810|121507761|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, P/Q STREETS SAC523                    
S|06|019280|5|0|18|3R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000101R|660799|40321907|123921293|    |      |97|92|023|N|            |Y|3|101     |3|101     |WEOTT HUM10133.246                                
S|06|030250|5|1|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|518470|38576810|121507761|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, P/Q STREETS SAC523                    
S|05|630009|1|1|18|3R|1|T|1|3|N|1|3|G|15|N|1|5|M|2|P|L|P|000007110000| 16496|34748240| 94075706|    |      |09|  |127|N|            |N|2|00000071|0|        |US 071 Sec 100 LM 010.25 2 miles N.of U.S.270     
S|06|019280|5|1|18|3R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000101R|660799|40321907|123921293|    |      |97|92|023|N|            |Y|3|101     |3|101     |WEOTT HUM10133.246                                
S|06|030390|1|0|18|1U|6|T|6|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|522015|38624997|121517188|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 80 SAC52                    
S|05|680025|7|1|18|1R|2|T|2|3|H|2|3|G|15|B|2|5|M|2|P|L|R|000004051000|385000|35023194| 90822080|3074|      |91|  |123|Y|040051233420|Y|1|00000040|0|        |IN 040 Sec 510 LM 238.70 1 mi. West of S.H.1      
S|06|021500|5|0|18|3R|1|T|1|3|H|1|3|G|15|T|1|5|C|2|B|N|P|00000000395R|408999|40283945|120490447|    |110   |97|00|035|N|            |Y|2|395     |2|395     |STANDISH ROAD LAS39551.87                         
S|06|030390|1|3|18|1U|6|T|6|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|522015|38624997|121517188|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 80 SAC52                    
S|05|700229|1|1|18|3U|1|T|1|3|N|1|3|G|15|N|0|1|U|2|L|R|P|000016701B00|  5129|33252789| 92661935|    |      |87|  |139|Y|16701B003120|N|2|00000167|0|        |US 167 Sec 01B LM 003.18 North of S.H. 7 Spur     
S|06|021560|5|0|18|2U|2|T|2|3|H|2|3|G|15| |0|0| |2|L|N|P|00000000273R|      |40550485|122387298|    |      |97|00|089|N|            |Y|3|273     |3|273     |BRESLAUER WAY SHA27314.184                        
S|06|030390|5|4|18|1U|6|T|6|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|522015|38624997|121517188|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 80 SAC52                    
S|05|720034|3|1|18|3R|2|T|2|3|H|2|3|G|15|T|2|5|M|2|P|L|P|000041202000|  6759|36176899| 94267067|    |      |03|  |143|N|            |N|2|00000412|0|        |US 412 Sec 020 LM 004.20  West of S.H. 112        
S|06|022130|3|1|18|4R|1|T|1|3|H|1|3|G|15| |0|0| |2|P|N|P|00000000299R|145844|40639024|122238255|    |      |97|88|089|N|            |N|3|299     |3|299     |BELLA VISTA, DESCHUTES RO SHA2                    
S|06|022140|7|0|18|4R|1|T|1|3|H|1|3|G|15| |0|0| |2|P|N|P|00000000299R|194230|40938130|121606639|    |      |97|00|089|N|            |N|3|299     |3|299     |FOUR CORNERS, JCT. RTE. 89 SHA                    
S|06|011060|5|2|18|2U|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000101R|714771|40886270|124079669|    |      |97|00|023|N|            |Y|3|101     |3|101     |ST. LOUIS ROAD HUM10187.48                        
S|06|030390|5|0|18|1U|6|T|6|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|522015|38624997|121517188|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 80 SAC52                    
S|06|032010|1|1|18|2U|2|T|2|3|H|2|3|G|15|T|2|5|C|2|B|N|P|00000000099R|379799|39754188|121845142|    |107   |97|00|007|N|            |Y|3|099     |3|099     |CHICO, COHASSET HIGHWAY BUT99R                    
S|06|030390|5|6|18|1U|6|T|6|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|522015|38624997|121517188|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 80 SAC52                    
S|06|030400|1|3|18|3R|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000020R|211882|39322363|120606339|    |      |97|00|057|N|            |Y|1|020     |1|020     |JCT RTE 80 NEV2045.661                            
S|05|730018|5|1|18|2R|1|T|1|3|H|1|3|M|13|T|1|5|T|2|P|L|P|73x00016x130|920534|35418740| 91834170|0000|000000|11|00|145|N|730161300091|N|3|00000016|0|        |S.H.16 Sec. L.M. 1.49****************             
S|06|030440|1|0|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|524315|38655871|121533130|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, DEL PASO ROAD SAC5                    
S|06|030400|5|1|18|3R|6|T|6|3|N|0|0| |13| |0|0| |2|L|N|P|00000000020R|211882|39322363|120606339|    |      |97|00|057|N|            |Y|1|020     |1|020     |JCT RTE 80 NEV2045.661                            
S|05|730222|5|1|18|5U|1|T|1|3|H|1|3|M|13|T|1|5|T|2|P|L|P|73x00367x160|242039|35238620| 91691840|0000|000000|10|00|145|N|730367160024|N|3|00000367|0|        |S.H.367 Sec. 160 L.M. 3.03***********             
S|06|030450|1|0|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|524315|38655871|121533130|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, DEL PASO ROAD SAC5                    
S|06|023100|1|2|18|1U|2|T|2|3|H|2|3|G|15|B|2|5|C|2|B|N|P|00000000005R|738827|41319531|122325116|3005|030   |97|00|093|N|            |Y|1|005     |1|005     |.2 MILE N/O LASSEN AVENUE SIS5                    
S|06|022150|5|0|18|3R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000395R|361726|39775102|120038660|    |      |76|00|035|N|            |N|2|395     |2|395     |JCT. RTE. 70 WEST LAS395R4.615                    
S|06|032020|1|2|18|1R|2|Y|2|3|H|2|3|G|15|B|2|5|C|2|B|N|P|000000SHS005|603853|39538800|122214740|    |      |97|  |021|N|            |Y|2|5       |2|5       |COUNTY RD 48; N/O JCT RTE 162, GLE,005,010.877    
S|06|011070|1|0|18|2U|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000101R|709691|40818163|124097615|    |      |97|91|023|N|            |Y|3|101     |3|101     |EUREKA NORTH CITY LIMITS HUM10                    
S|06|030440|1|5|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|524315|38655871|121533130|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, DEL PASO ROAD SAC5                    
S|06|022150|5|2|18|3R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000395R|361726|39775102|120038660|    |      |76|00|035|N|            |N|2|395     |2|395     |JCT. RTE. 70 WEST LAS395R4.615                    
S|06|030450|1|2|18|1U|5|T|5|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|524315|38655871|121533130|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, DEL PASO ROAD SAC5                    
S|06|023120|1|1|18|1U|3|T|3|3|H|3|3|G|15| |0|0| |2|P|N|P|00000000005R|682037|40641526|122364903|    |      |67|00|089|N|            |Y|1|005     |1|005     |REDDING, OASIS ROAD SHA5R19.40                    
S|06|022310|1|1|18|1R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000005R|795565|41992728|122609699|    |      |66|00|093|N|            |Y|1|005     |1|005     |HILT ROAD SIS5R68.328                             
S|06|022730|1|0|18|1R|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|688670|40730939|122320063|    |      |67|00|089|N|            |Y|1|005     |1|005     |FAWNDALE SHA5R26.035                              
S|06|032090|1|0|18|3U|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000049R|174091|38904086|121065652|    |      |97|00|061|N|            |Y|3|049     |3|049     |AUBURN, BORLAND AVENUE PLA492.                    
S|06|011070|5|0|18|2U|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000101R|709691|40818163|124097615|    |      |97|91|023|N|            |Y|3|101     |3|101     |EUREKA NORTH CITY LIMITS HUM10                    
S|06|030440|5|1|18|1U|4|T|4|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|524315|38655871|121533130|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, DEL PASO ROAD SAC5                    
S|06|011040|1|0|18|3R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000101R|724311|41013556|124107946|    |      |97|00|023|N|            |Y|3|101     |3|101     |CRANNELL ROAD HUM101R97.02                        
S|06|030500|5|0|18|1U|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|525200|38667410|121540139|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 99 SAC52                    
S|06|030070|1|2|18|1R|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|505579|38401047|121482151|    |      |98|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, ELK GROVE BLV SAC5                    
S|06|022940|1|1|18|1R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000005R|750293|41441777|122435010|    |      |69|00|093|N|            |Y|1|005     |1|005     |EDGEWOOD SIS5R22.999                              
S|06|032090|1|1|18|3U|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000049R|174091|38904086|121065652|    |      |97|00|061|N|            |Y|3|049     |3|049     |AUBURN, BORLAND AVENUE PLA492.                    
S|06|011090|7|2|18|3R|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000299R|      |40901643|123610052|    |      |97|00|023|N|            |Y|3|299     |3|299     |GAMBI VILLAGE, EAST HUM29941.8                    
S|06|030440|5|4|18|1U|4|T|4|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|524315|38655871|121533130|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, DEL PASO ROAD SAC5                    
S|06|011040|5|0|18|3R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000101R|724311|41013556|124107946|    |      |97|00|023|N|            |Y|3|101     |3|101     |CRANNELL ROAD HUM101R97.02                        
S|06|030750|5|2|18|1U|3|T|3|3|H|3|3|G|15| |0|0| |2|P|N|P|00000000005R|537031|38684705|121751127|    |      |97|00|113|N|            |Y|1|005     |1|005     |WOODLAND, JCT. RTE. 113 YOL5R7                    
S|06|030080|5|2|18|1R|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|505579|38401047|121482151|    |      |98|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, ELK GROVE BLV SAC5                    
S|06|022940|1|2|18|1R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000005R|750293|41441777|122435010|    |      |69|00|093|N|            |Y|1|005     |1|005     |EDGEWOOD SIS5R22.999                              
S|06|032090|1|2|18|3U|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000049R|174091|38904086|121065652|    |      |97|00|061|N|            |Y|3|049     |3|049     |AUBURN, BORLAND AVENUE PLA492.                    
S|06|011100|5|2|18|3R|2|T|2|3|H|2|3|G|15|B|2|5|C|2|B|N|P|00000000101R|692950|40637084|124211723|2040|020   |97|90|023|N|            |Y|3|101     |3|101     |.5 MI. N/O RTE 211 HUM10165.6                     
S|06|030500|1|0|18|1U|2|T|2|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|525200|38667410|121540139|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, JCT. RTE. 99 SAC52                    
S|06|011060|1|0|18|2U|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000101R|714771|40886269|124079669|    |      |97|00|023|N|            |Y|3|101     |3|101     |ST. LOUIS ROAD HUM10187.48                        
S|06|011060|5|0|18|2U|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000101R|714771|40886270|124079669|    |      |97|00|023|N|            |Y|3|101     |3|101     |ST. LOUIS ROAD HUM10187.48                        
S|06|030800|5|1|18|1R|3|T|3|3|H|3|3|G|15| |0|0| |2|P|N|P|00000000005R|552555|38847913|121939850|    |      |97|00|113|N|            |Y|1|005     |1|005     |JCT. RTE. 505 SOUTH YOL5R22.61                    
S|06|030120|1|0|18|1U|3|T|3|3|N|0|0| |13| |0|0| |2|L|N|P|00000000005R|512478|38495536|121516545|    |      |97|00|067|N|            |Y|1|005     |1|005     |SACRAMENTO, FLORIN ROAD SAC517                    
S|06|022940|5|0|18|1R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000005R|750293|41441777|122435010|    |      |69|00|093|N|            |Y|1|005     |1|005     |EDGEWOOD SIS5R22.999                              
S|06|032010|1|3|18|2U|2|T|2|3|H|2|3|G|15|T|2|5|C|2|B|N|P|00000000099R|379799|39754188|121845142|    |107   |97|  |007|N|            |Y|3|099     |3|099     |CHICO, COHASSET HIGHWAY BUT99R34.245              
S|06|011150|5|1|18|3R|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000101R|579868|39516278|123390594|    |      |97|00|045|N|            |Y|3|101     |3|101     |LONGVALE ROAD, JCT. RTE MEN101                    
S|06|022980|1|1|18|1U|2|T|2|3|H|2|3|G|15| |0|0| |2|P|N|P|00000000005R|676587|40563753|122359011|    |      |66|00|089|N|            |Y|1|005     |1|005     |HARTNELL AVENUE SHA5R13.952                       
S|06|032040|5|1|18|3U|1|T|1|3|N|0|0| |13| |0|0| |2|L|N|P|00000000049R|148606|38727525|120804485|    |      |97|00|017|N|            |N|3|049     |3|049     |PLACERVILLE, JCT. RTE. 50 ED49                    
