OBJECTID,STCNTYFIPS,RROWNER1,YARDNAME,RROWNER1_NAME,Shape__Length
2042,45031,SCRF,FLOYD,"SOUTH CAROLINA CENTRAL RAILROAD COMPANY, INC.",4386.8429389188
2043,45031,SCRF,WELLMAN SPUR,"SOUTH CAROLINA CENTRAL RAILROAD COMPANY, INC.",4931.74044221049
2044,12099,SCXF,CANAL POINT,"SOUTH CENTRAL FLORIDA EXPRESS, INC.",4452.04066119047
2045,06099,SERA,OAKDALE YARD,SIERRA NORTHERN RAILWAY,3317.55090792406
2046,06113,SERA,YOLO PORT YARD,SIERRA NORTHERN RAILWAY,5588.76775547484
2047,06107,SJVR,EXETER YARD,SAN JOAQUIN VALLEY RAILROAD COMPANY,6510.97082315729
2048,06029,SJVR,SEGURO YARD,SAN JOAQUIN VALLEY RAILROAD COMPANY,2745.82644892624
2049,20133,SKOL,CHANUTE,SOUTH KANSAS & OKLAHOMA RAILROAD COMPANY,10362.9499673664
2050,20125,SKOL,COFFEYVILLE,SOUTH KANSAS & OKLAHOMA RAILROAD COMPANY,1804.11440302394
2051,20049,SKOL,MOLINE,SOUTH KANSAS & OKLAHOMA RAILROAD COMPANY,3277.03726036456
2052,20205,SKOL,NEODESHA,SOUTH KANSAS & OKLAHOMA RAILROAD COMPANY,12511.2900593306
2053,40143,SKOL,TULSA,SOUTH KANSAS & OKLAHOMA RAILROAD COMPANY,1219.655225128
2054,20035,SKOL,WINFIELD (SKOL),SOUTH KANSAS & OKLAHOMA RAILROAD COMPANY,3569.00940112822
2055,48303,SLAL,SLATON,"SOUTH PLAINS LAMESA RAILROAD, LTD.",3375.87275832472
2056,31033,SLGG,SCOULAR GRAIN,"SIDNEY & LOWE RAILROAD, INC.",6378.48574577883
2057,33007,SLR,BERLIN,ST. LAWRENCE & ATLANTIC RAILROAD COMPANY,5087.72373517471
2058,50009,SLR,ISLAND FALLS,ST. LAWRENCE & ATLANTIC RAILROAD COMPANY,7642.06908291273
2059,34015,SLRS,PAULSBORO,"SMS RAIL SERVICE, INC.",3978.46704659664
2060,34015,SLRS,PAULSBORO-MOBIL,"SMS RAIL SERVICE, INC.",1929.72339314226
2061,34033,SLRS,SALEM,"SMS RAIL SERVICE, INC.",1671.70070637161
2062,40109,SLWC,OKLAHOMA CITY EAST,"STILLWATER CENTRAL RAILROAD COMPANY, LLC",2899.50813537568
2063,40075,SLWC,SNYDER,"STILLWATER CENTRAL RAILROAD COMPANY, LLC",2368.18935169017
2064,13039,SM,SCOTCHVILLE,ST. MARYS RAILROAD COMPANY,3043.49991987763
2065,06083,SMV,GUADALUPE YARD (SMV),SANTA MARIA VALLEY RAILROAD COMPANY,2080.35310114993
2066,06083,SMV,SANTA MARIA YARD,SANTA MARIA VALLEY RAILROAD COMPANY,1026.34603320914
2067,13299,SMW,WARESBORO,ST MARYS RAILWAY WEST LLC,7754.04476619756
2068,36113,SNC,NORTH CREEK,SARATOGA & NORTH CREEK RAILWAY,472.517336980077
2069,06053,SPP,WATSONVILLE YARD,SAINT PAUL & PACIFIC RAILROAD,380.095882746355
2070,56021,SRRR,CHEYENNE LOGISTICS HUB,SWAN RANCH RAILROAD,13613.7367088624
2071,53063,SSP,MARSHALL (WIR),"SPOKANE, SPANGLE AND PALOUSE RAILWAY",1093.19715799233
2072,53075,SSP,PALOUSE,"SPOKANE, SPANGLE AND PALOUSE RAILWAY",1254.47507554984
2073,25017,ST,(MBTA) FITCHBURG,SPRINGFIELD TERMINAL RAILWAY COMPANY -- VERMONT,780.509405563667
2074,16009,STMA,ST MAIRES,ST. MARIES RIVER RAILROAD COMPANY,483.745127383508
2075,16009,STMA,ST MARIES,ST. MARIES RIVER RAILROAD COMPANY,20649.7863579091
2076,53065,STPP,KETTLE FALLS,SAINT PAUL & PACIFIC NORTHWEST RAILROAD,2382.21481637845
2077,17003,STR,17TH STREET,SHAWNEE TERMINAL RAILWAY COMPANY,980.122105994675
2078,44009,SVTX,DAVISVILLE,"SEAVIEW TRANSPORTATION CO., INC.",4578.71958089269
2079,44009,SVTX,QUONSET AUTO LOAD,"SEAVIEW TRANSPORTATION CO., INC.",1834.82777187363
2080,35029,SW,DEMING,"SOUTHWESTERN RAILROAD COMPANY, INC.",4539.26277143148
2081,42129,SWP,YOUNGWOOD,SOUTHWEST PENNSYLVANIA RAILROAD COMPANY,8066.77610678772
2082,01097,TASD,INTERCHANGE YARD,TERMINAL RAILWAY ALABAMA STATE DOCKS,5628.01935301377
2083,48027,TC,CENTRAL POINTE,"TEMPLE & CENTRAL TEXAS RAILWAY, INC.",9971.57395838213
2084,48027,TC,TEMPLE,"TEMPLE & CENTRAL TEXAS RAILWAY, INC.",5211.63319980074
2085,53005,TCRY,TRI-CITY,TRI-CITY RAILROAD COMPANY,7184.58672405361
2086,53005,TCRY,TRI-CITY YARD,TRI-CITY RAILROAD COMPANY,2300.92071845516
2087,53067,TCRY,TUMWATER,TRI-CITY RAILROAD COMPANY,3562.43309117674
2088,48167,TCT,TEXAS CITY TERMINAL,TEXAS CITY TERMINAL RAILWAY COMPANY,5401.79150021929
2089,22011,TIBR,DERIDDER,"TIMBERROCK RAILROAD COMPANY, LLC",2682.71612279975
2090,48241,TIBR,KIRBYVILLE,"TIMBERROCK RAILROAD COMPANY, LLC",35.5827872068725
2091,53053,TMBL,BELT LINE,TACOMA MUNICIPAL BELT LINE RAILWAY,84702.1497910394
2092,53053,TMBL,TMBL-OCCIDENTAL,TACOMA MUNICIPAL BELT LINE RAILWAY,3273.05192595928
2093,53053,TMBL,TMBL-SEALAND,TACOMA MUNICIPAL BELT LINE RAILWAY,6473.87465265773
2094,53053,TMBL,TMBL CONTAINER,TACOMA MUNICIPAL BELT LINE RAILWAY,15048.9558578958
2095,53053,TMBL,TMBL EXPORT,TACOMA MUNICIPAL BELT LINE RAILWAY,5064.54902978048
2096,53053,TMBL,TMBL LOG,TACOMA MUNICIPAL BELT LINE RAILWAY,10591.0294046064
2097,48343,TN,LONESTAR STEEL,TEXAS & NORTHERN RAILWAY COMPANY,3410.48546832021
2098,48277,TNER,PARIS,TEXAS NORTHEASTERN RAILROAD,1531.00053535923
2099,48181,TNER,RAY,TEXAS NORTHEASTERN RAILROAD,1026.09459539275
2100,24005,TPR,GRAYS,"TRADEPOINT RAIL, LLC",1026.54899464497
2101,17143,TPW,COLLIER,"TOLEDO, PEORIA & WESTERN RAILWAY CORPORATION",4433.60347834726
2102,17179,TPW,EAST PEORIA (TPW),"TOLEDO, PEORIA & WESTERN RAILWAY CORPORATION",10784.9610667796
2103,18073,TPW,HOOSIER LIFT,"TOLEDO, PEORIA & WESTERN RAILWAY CORPORATION",247.371223415692
2104,18181,TPW,HOOSIER LIFT,"TOLEDO, PEORIA & WESTERN RAILWAY CORPORATION",3633.78195634616
2105,06071,TRC,OXY YARD,TRONA RAILWAY COMPANY,1123.26840942042
2106,06029,TRC,SEARLES YARD,TRONA RAILWAY COMPANY,175.937305846786
2107,48113,TRE,TREX STATION,TRINITY RAILWAY EXPRESS,5588.83378082073
2108,53053,TRMW,FREDERICKSON,TACOMA RAIL MOUNTAIN DIVISION,3230.97020746327
2109,53053,TRMW,FREDERICKSON YARD,TACOMA RAIL MOUNTAIN DIVISION,1251.88342627662
2110,29510,TRRA,23rd STREET,TERMINAL RAILROAD ASSOCIATION OF ST. LOUIS,176.401799304632
2111,29510,TRRA,23RD STREET,TERMINAL RAILROAD ASSOCIATION OF ST. LOUIS,280.579085452159
2112,29510,TRRA,CARRIE AVE,TERMINAL RAILROAD ASSOCIATION OF ST. LOUIS,2176.14203739403
2113,29510,TRRA,CARRIE AVENUE,TERMINAL RAILROAD ASSOCIATION OF ST. LOUIS,1239.9178311353
2114,17163,TRRA,EE-JAY TRANSLOAD,TERMINAL RAILROAD ASSOCIATION OF ST. LOUIS,2090.88194773913
2115,17119,TRRA,MADISON (TRRA),TERMINAL RAILROAD ASSOCIATION OF ST. LOUIS,31770.472227091
2116,17163,TRRA,WIGGINS #2,TERMINAL RAILROAD ASSOCIATION OF ST. LOUIS,4166.22914093612
2117,17163,TRRA,WIGGINS #5,TERMINAL RAILROAD ASSOCIATION OF ST. LOUIS,5638.32556218815
2118,17163,TRRA,WIGGINS NO. 2,TERMINAL RAILROAD ASSOCIATION OF ST. LOUIS,3741.55250271179
2119,47119,TSRR,MT PLEASANT,"TENNESSEE SOUTHERN RAILROAD COMPANY, INC.",6173.26679536997
2120,21161,TTIS,BATES,"TRANS KENTUCKY TRANSPORTATION RAILROAD, INC.",1597.48328847298
2121,48177,TXGN,GONZALES,"TEXAS, GONZALES & NORTHERN RAILWAY COMPANY",431.495248671537
2122,35025,TXN,LOVINGTON,TEXAS NEW MEXICO RAILWAY,3402.480778675
2123,48451,TXPF,SAN ANGELO,TEXAS PACIFICO TRANSPORTATION LIMITED,8950.6011321976
2124,48049,TXR,BROWNWOOD,TEXAS ROCK CRUSHER RAILWAY COMPANY,176.771670981358
2125,42017,TYBR,TYBURN YARD,"TYBURN RAILROAD, LLC",2569.89729715392
2126,17179,TZPR,AVENTINE PEKIN,"TAZEWELL & PEORIA RAILROAD, INC.",21055.0083645734
2127,17179,TZPR,EAST PEORIA (TZPR),"TAZEWELL & PEORIA RAILROAD, INC.",20096.6319008016
2128,17143,TZPR,IOWA JCT,"TAZEWELL & PEORIA RAILROAD, INC.",4121.60330083714
2129,20209,UP,18TH STREET,UNION PACIFIC RAILROAD COMPANY,14098.1950058371
2130,29510,UP,23RD STREET,UNION PACIFIC RAILROAD COMPANY,7113.79927755498
2131,17031,UP,26TH ST,UNION PACIFIC RAILROAD COMPANY,5659.76329771804
2132,19193,UP,28TH STREET,UNION PACIFIC RAILROAD COMPANY,13372.5589751752
2133,17031,UP,37TH ST,UNION PACIFIC RAILROAD COMPANY,5803.78987775644
2134,48439,UP,9TH STREET YARD (UP),UNION PACIFIC RAILROAD COMPANY,2643.0110725456
2135,48441,UP,ABILENE,UNION PACIFIC RAILROAD COMPANY,502.37041947445
2136,17143,UP,ADAMS ST,UNION PACIFIC RAILROAD COMPANY,5421.85811614372
2137,55001,UP,ADAMS YARD,UNION PACIFIC RAILROAD COMPANY,4327.87210781962
2138,22121,UP,ADDIS,UNION PACIFIC RAILROAD COMPANY,8924.88185433516
2139,48029,UP,ALAMO JUNCTION RAIL PARK  YARD,UNION PACIFIC RAILROAD COMPANY,7513.87669401279
2140,41043,UP,ALBANY YARD,UNION PACIFIC RAILROAD COMPANY,18138.8299631286
2141,27047,UP,ALBERTA LEA,UNION PACIFIC RAILROAD COMPANY,3761.27385556704
2142,41051,UP,ALBINA YARD,UNION PACIFIC RAILROAD COMPANY,90043.982874609
2143,22079,UP,ALEXANDRIA,UNION PACIFIC RAILROAD COMPANY,18082.573815171
2144,48141,UP,ALFALFA,UNION PACIFIC RAILROAD COMPANY,15260.1593757748
2145,55035,UP,ALTOONA YARD,UNION PACIFIC RAILROAD COMPANY,5885.94832364323
2146,48245,UP,AMELIA,UNION PACIFIC RAILROAD COMPANY,1787.23033406848
2147,48071,UP,AMERI-PORT,UNION PACIFIC RAILROAD COMPANY,3468.50853695499
2148,22121,UP,ANCHORAGE,UNION PACIFIC RAILROAD COMPANY,5302.58733614858
2149,48039,UP,ANGLETON,UNION PACIFIC RAILROAD COMPANY,4964.65140005476
2150,32003,UP,ARDEN,UNION PACIFIC RAILROAD COMPANY,6726.71497236547
2151,53033,UP,ARGO,UNION PACIFIC RAILROAD COMPANY,34066.7837978033
2152,53033,UP,ARGO YARD,UNION PACIFIC RAILROAD COMPANY,2222.92800838086
2153,06065,UP,ARLINGTON YARD,UNION PACIFIC RAILROAD COMPANY,3066.06797960451
2154,20209,UP,ARMOURDALE,UNION PACIFIC RAILROAD COMPANY,33770.9597267869
2155,20209,UP,ARMOURDALE YARD,UNION PACIFIC RAILROAD COMPANY,290.227529911349
2156,20209,UP,ARMSTRONG,UNION PACIFIC RAILROAD COMPANY,7956.2256111077
2157,20005,UP,ATCHISON,UNION PACIFIC RAILROAD COMPANY,4496.57401061722
2158,06037,UP,AURANT YARD,UNION PACIFIC RAILROAD COMPANY,12792.3643466771
2159,22051,UP,AVONDALE (UP),UNION PACIFIC RAILROAD COMPANY,20078.5479929999
2160,31111,UP,BAILEY,UNION PACIFIC RAILROAD COMPANY,178217.555424443
2161,06029,UP,BAKERSFIELD YARD,UNION PACIFIC RAILROAD COMPANY,27172.0141428914
2162,06007,UP,BARBER YARD,UNION PACIFIC RAILROAD COMPANY,10992.4888123143
2163,27139,UP,BARDEN,UNION PACIFIC RAILROAD COMPANY,12830.2226388672
2164,41051,UP,BARNES AUTO YARD,UNION PACIFIC RAILROAD COMPANY,3982.65615098669
2165,41051,UP,BARNES YARD,UNION PACIFIC RAILROAD COMPANY,26613.6981160284
2166,48201,UP,BASIN,UNION PACIFIC RAILROAD COMPANY,2928.19637462719
2167,05125,UP,BAUXITE,UNION PACIFIC RAILROAD COMPANY,2762.27004214281
2168,48309,UP,BELLMEAD,UNION PACIFIC RAILROAD COMPANY,13592.7347255641
2169,06095,UP,BENICIA YARD,UNION PACIFIC RAILROAD COMPANY,10876.4789655107
2170,19113,UP,BEVERLY,UNION PACIFIC RAILROAD COMPANY,3584.58793262844
2171,19113,UP,BEVERLY (UP),UNION PACIFIC RAILROAD COMPANY,6620.1880847941
2172,05119,UP,BIDDLE,UNION PACIFIC RAILROAD COMPANY,9615.27688435541
2173,48227,UP,BIG SPRING,UNION PACIFIC RAILROAD COMPANY,10876.9156133835
2174,56009,UP,BILL,UNION PACIFIC RAILROAD COMPANY,14422.248256325
2175,56037,UP,BLACKS FORK,UNION PACIFIC RAILROAD COMPANY,1430.38025991596
2176,17113,UP,BLOOMINGTON,UNION PACIFIC RAILROAD COMPANY,7457.54591765785
2177,48469,UP,BLOOMINGTON,UNION PACIFIC RAILROAD COMPANY,3840.00990297084
2178,19015,UP,BOONE,UNION PACIFIC RAILROAD COMPANY,11377.9403920019
2179,48201,UP,BOOTH,UNION PACIFIC RAILROAD COMPANY,3919.39537989218
2180,49003,UP,BRIGHAM CITY,UNION PACIFIC RAILROAD COMPANY,9379.7122395996
2181,06113,UP,BRODERICK YARD,UNION PACIFIC RAILROAD COMPANY,3360.12175304289
2182,41051,UP,BROOKLYN YARD,UNION PACIFIC RAILROAD COMPANY,34623.4219988707
2183,48113,UP,BROWDER,UNION PACIFIC RAILROAD COMPANY,5837.46635786327
2184,48061,UP,BROWNSVILLE PALO ALTO,UNION PACIFIC RAILROAD COMPANY,5448.45702787069
2185,49045,UP,BURMESTER,UNION PACIFIC RAILROAD COMPANY,5249.02395918663
2186,55079,UP,BUTLER YARD,UNION PACIFIC RAILROAD COMPANY,11841.5338325645
2187,48113,UP,C J,UNION PACIFIC RAILROAD COMPANY,6629.94525712706
2188,49005,UP,CACHE JCT,UNION PACIFIC RAILROAD COMPANY,984.798683810154
2189,48113,UP,CADIZ,UNION PACIFIC RAILROAD COMPANY,3831.57943961177
2190,06025,UP,CALEXICO YARD,UNION PACIFIC RAILROAD COMPANY,4946.48218326813
2191,17031,UP,CALIFORNIA AVE,UNION PACIFIC RAILROAD COMPANY,3204.31447575622
2192,04013,UP,CAMPO YARD,UNION PACIFIC RAILROAD COMPANY,5838.95797184546
2193,17031,UP,CANAL ST,UNION PACIFIC RAILROAD COMPANY,5302.09812530782
2194,19135,UP,CARGILL EDDYVILLE,UNION PACIFIC RAILROAD COMPANY,5924.70072055048
2195,19113,UP,CEDAR RAPIDS,UNION PACIFIC RAILROAD COMPANY,3102.03379112455
2196,19113,UP,CEDAR RAPIDS YARD (UP),UNION PACIFIC RAILROAD COMPANY,9815.4869355504
2197,48361,UP,CHEVRON ORANGE,UNION PACIFIC RAILROAD COMPANY,1012.25946072441
2198,56021,UP,CHEYENNE (UP),UNION PACIFIC RAILROAD COMPANY,65823.0860063793
2199,17031,UP,CHICAGO HEIGHTS AUTO TERM,UNION PACIFIC RAILROAD COMPANY,5737.67858753495
2200,41051,UP,CHIMNEY YARD,UNION PACIFIC RAILROAD COMPANY,5870.91562123201
2201,19045,UP,CLINTON,UNION PACIFIC RAILROAD COMPANY,40630.4412048231
2202,17195,UP,CLINTON RD,UNION PACIFIC RAILROAD COMPANY,9183.69315965962
2203,19045,UP,CNW SHOPS,UNION PACIFIC RAILROAD COMPANY,2038.19128557089
2204,48201,UP,COADY,UNION PACIFIC RAILROAD COMPANY,3521.80255111092
2205,20125,UP,COFFEYVILLE,UNION PACIFIC RAILROAD COMPANY,11859.1445471075
2206,06037,UP,COI INTERMODAL TERMINAL YARD,UNION PACIFIC RAILROAD COMPANY,37934.8633478288
2207,06071,UP,COLTON YARD,UNION PACIFIC RAILROAD COMPANY,7370.54288195442
2208,31141,UP,COLUMBUS,UNION PACIFIC RAILROAD COMPANY,10518.9516094365
2209,48201,UP,CONGRESS,UNION PACIFIC RAILROAD COMPANY,5785.2051086323
2210,48355,UP,CORPUS CHRISTI,UNION PACIFIC RAILROAD COMPANY,2074.89798425259
2211,48355,UP,CORPUS CHRISTI JOINT,UNION PACIFIC RAILROAD COMPANY,5568.82648115968
2212,19155,UP,COUNCIL BLUFFS,UNION PACIFIC RAILROAD COMPANY,31224.8096432346
2213,19155,UP,COUNCIL BLUFFS POOL,UNION PACIFIC RAILROAD COMPANY,4785.51109835327
2214,48071,UP,COVE,UNION PACIFIC RAILROAD COMPANY,2271.12745174659
2215,06037,UP,CRUTCHER YARD,UNION PACIFIC RAILROAD COMPANY,2346.5593328846
2216,55079,UP,CUDAHY YARD,UNION PACIFIC RAILROAD COMPANY,3815.65794954584
2217,20209,UP,CYPRESS,UNION PACIFIC RAILROAD COMPANY,4673.91308970479
2218,48113,UP,DALLAS INTERMODAL TERM,UNION PACIFIC RAILROAD COMPANY,28156.103278408
2219,48141,UP,DALLAS ST,UNION PACIFIC RAILROAD COMPANY,34695.3683916894
2220,48113,UP,DALLAS TOFC,UNION PACIFIC RAILROAD COMPANY,28783.9294741307
2221,48201,UP,DALLERUP,UNION PACIFIC RAILROAD COMPANY,672.451946329085
2222,48439,UP,DAVIDSON (CENTENNIAL),UNION PACIFIC RAILROAD COMPANY,47297.1851647881
2223,06061,UP,DAVIS YARD,UNION PACIFIC RAILROAD COMPANY,103649.084848934
2224,06067,UP,DAVIS YARD,UNION PACIFIC RAILROAD COMPANY,57053.9612297156
2225,48291,UP,DAYTON PLASTIC STORAGE,UNION PACIFIC RAILROAD COMPANY,16126.727613613
2226,08029,UP,DELTA,UNION PACIFIC RAILROAD COMPANY,6162.34164208996
2227,22019,UP,DEQUINCY (UP),UNION PACIFIC RAILROAD COMPANY,8868.59181262495
2228,06001,UP,DESERT YARD,UNION PACIFIC RAILROAD COMPANY,20518.023684904
2229,06037,UP,DOLORES YARD,UNION PACIFIC RAILROAD COMPANY,56521.649635872
2230,17163,UP,DUPO,UNION PACIFIC RAILROAD COMPANY,35335.9609954338
2231,48361,UP,DUPONT ORANGE,UNION PACIFIC RAILROAD COMPANY,2911.08619068546
2232,19197,UP,EAGLE GROVE,UNION PACIFIC RAILROAD COMPANY,13176.9790824529
2233,48089,UP,EAGLE LAKE STORAGE,UNION PACIFIC RAILROAD COMPANY,3265.54459335604
2234,48323,UP,EAGLE PASS,UNION PACIFIC RAILROAD COMPANY,4491.91413936847
2235,48029,UP,EAST,UNION PACIFIC RAILROAD COMPANY,15604.7129297463
2236,48201,UP,EAST BELT,UNION PACIFIC RAILROAD COMPANY,2312.23838759015
2237,06001,UP,EAST OAKLAND YARD,UNION PACIFIC RAILROAD COMPANY,13357.6715357516
2238,20169,UP,EAST SALINA,UNION PACIFIC RAILROAD COMPANY,4530.54797311975
2239,17163,UP,EAST ST LOUIS,UNION PACIFIC RAILROAD COMPANY,4862.38344804953
2240,04027,UP,EAST YARD,UNION PACIFIC RAILROAD COMPANY,7351.51272368796
2241,06037,UP,EAST YARD,UNION PACIFIC RAILROAD COMPANY,60050.945672254
2242,08077,UP,EAST YARD,UNION PACIFIC RAILROAD COMPANY,53233.2498345629
2243,49057,UP,EAST YARD-RIVERDALE,UNION PACIFIC RAILROAD COMPANY,22576.9619154953
2244,16021,UP,EASTPORT,UNION PACIFIC RAILROAD COMPANY,7353.32604677355
2245,06025,UP,EL CENTRO YARD,UNION PACIFIC RAILROAD COMPANY,10713.7304666164
2246,05139,UP,EL DORADO (UP),UNION PACIFIC RAILROAD COMPANY,746.249811224783
2247,48141,UP,EL PASO,UNION PACIFIC RAILROAD COMPANY,1156.43826773165
2248,40017,UP,EL RENO,UNION PACIFIC RAILROAD COMPANY,2696.0341197489
2249,48001,UP,ELKHART,UNION PACIFIC RAILROAD COMPANY,5774.01137692379
2250,32007,UP,ELKO,UNION PACIFIC RAILROAD COMPANY,38079.9106703598
2251,32007,UP,ELKO YARD,UNION PACIFIC RAILROAD COMPANY,1543.85335594931
2252,06001,UP,EMERYVILLE YARD,UNION PACIFIC RAILROAD COMPANY,3640.56220739109
2253,48201,UP,ENGLEWOOD,UNION PACIFIC RAILROAD COMPANY,39718.9460470342
2254,19063,UP,ESTHERVILLE,UNION PACIFIC RAILROAD COMPANY,14584.1205677282
2255,41039,UP,EUGENE YARD,UNION PACIFIC RAILROAD COMPANY,66781.9472434079
2256,48201,UP,EUREKA,UNION PACIFIC RAILROAD COMPANY,4252.95654584998
2257,48201,UP,EUREKA YARD,UNION PACIFIC RAILROAD COMPANY,787.74392330706
2258,56041,UP,EVANSTON,UNION PACIFIC RAILROAD COMPANY,19977.323614726
2259,48201,UP,EXXONMOBIL BAYTOWN,UNION PACIFIC RAILROAD COMPANY,1170.33545603665
2260,20209,UP,FAIRFAX-1,UNION PACIFIC RAILROAD COMPANY,5055.60289887924
2261,20209,UP,FAIRFAX-2,UNION PACIFIC RAILROAD COMPANY,9991.98009629445
2262,20209,UP,FAIRFAX-3,UNION PACIFIC RAILROAD COMPANY,4392.62052384387
2263,31147,UP,FALLS CITY,UNION PACIFIC RAILROAD COMPANY,23296.2273960006
2264,06029,UP,FAMOSO YARD,UNION PACIFIC RAILROAD COMPANY,5521.26233534102
2265,55059,UP,FARM YARD,UNION PACIFIC RAILROAD COMPANY,3180.77835509835
2266,53053,UP,FIFE,UNION PACIFIC RAILROAD COMPANY,21106.3611380354
2267,48239,UP,FORMOSA,UNION PACIFIC RAILROAD COMPANY,16818.7029721404
2268,19187,UP,FORT DODGE,UNION PACIFIC RAILROAD COMPANY,4663.56512245764
2269,31053,UP,FREMONT (UP),UNION PACIFIC RAILROAD COMPANY,10646.9411089793
2270,06001,UP,FREMONT YARD,UNION PACIFIC RAILROAD COMPANY,5515.53206272702
2271,06019,UP,FRESNO YARD,UNION PACIFIC RAILROAD COMPANY,31861.8825457554
2272,49035,UP,GARFIELD,UNION PACIFIC RAILROAD COMPANY,6914.18740206503
2273,48439,UP,GARRETT,UNION PACIFIC RAILROAD COMPANY,7576.63629887562
2274,08077,UP,GARY,UNION PACIFIC RAILROAD COMPANY,6075.05375216614
2275,06037,UP,GERM CO YARD,UNION PACIFIC RAILROAD COMPANY,8403.68269835388
2276,48439,UP,GINNIE,UNION PACIFIC RAILROAD COMPANY,1878.83714879497
2277,48201,UP,GLASS,UNION PACIFIC RAILROAD COMPANY,3303.20948136427
2278,17031,UP,GLOBAL 1 EAST,UNION PACIFIC RAILROAD COMPANY,4322.19949039757
2279,17031,UP,GLOBAL 1 WEST,UNION PACIFIC RAILROAD COMPANY,10849.8268905351
2280,17141,UP,GLOBAL 3,UNION PACIFIC RAILROAD COMPANY,43720.0547532794
2281,17197,UP,GLOBAL IV,UNION PACIFIC RAILROAD COMPANY,24554.2850466955
2282,31079,UP,GRAND ISLAND,UNION PACIFIC RAILROAD COMPANY,34054.8422737148
2283,08077,UP,GRAND JUNCTION,UNION PACIFIC RAILROAD COMPANY,17102.9395958605
2284,56037,UP,GREEN RIVER,UNION PACIFIC RAILROAD COMPANY,32679.120700331
2285,06083,UP,GUADALUPE YARD (UP),UNION PACIFIC RAILROAD COMPANY,7762.03555450619
2286,48201,UP,HARDY STREET,UNION PACIFIC RAILROAD COMPANY,1097.83662991906
2287,48061,UP,HARLINGEN,UNION PACIFIC RAILROAD COMPANY,9705.22780357491
2288,40109,UP,HARTER,UNION PACIFIC RAILROAD COMPANY,3947.75160343574
2289,08051,UP,HAWKSNEST YARD,UNION PACIFIC RAILROAD COMPANY,1479.43926021278
2290,48395,UP,HEARNE,UNION PACIFIC RAILROAD COMPANY,10881.5255092691
2291,53005,UP,HEDGES,UNION PACIFIC RAILROAD COMPANY,4477.79148630003
2292,49007,UP,HELPER,UNION PACIFIC RAILROAD COMPANY,19882.1955089888
2293,32003,UP,HENDERSON,UNION PACIFIC RAILROAD COMPANY,3085.02796128694
2294,20041,UP,HERINGTON,UNION PACIFIC RAILROAD COMPANY,20765.7443477613
2295,48349,UP,HILL,UNION PACIFIC RAILROAD COMPANY,7223.50247336263
2296,41059,UP,HINKLE YARD,UNION PACIFIC RAILROAD COMPANY,86787.3190891709
2297,27123,UP,HOFFMAN AVE,UNION PACIFIC RAILROAD COMPANY,81.1625199893362
2298,27123,UP,HOFFMAN YARD,UNION PACIFIC RAILROAD COMPANY,6655.2520713007
2299,22017,UP,HOLLYWOOD,UNION PACIFIC RAILROAD COMPANY,10855.4589940012
2300,48039,UP,HOSKINS,UNION PACIFIC RAILROAD COMPANY,12729.7235194903
2301,19153,UP,HULL AVENUE,UNION PACIFIC RAILROAD COMPANY,20372.6610518545
2302,41001,UP,HUNTINGTON YARD,UNION PACIFIC RAILROAD COMPANY,14670.0053789515
2303,06037,UP,ICTF YARD,UNION PACIFIC RAILROAD COMPANY,17301.2259525145
2304,16019,UP,IDAHO FALLS,UNION PACIFIC RAILROAD COMPANY,13465.5817832282
2305,48071,UP,IDS TRANSLOAD,UNION PACIFIC RAILROAD COMPANY,2697.56219904579
2306,05069,UP,IPC,UNION PACIFIC RAILROAD COMPANY,7487.43851760071
2307,55031,UP,ITASCA YARD,UNION PACIFIC RAILROAD COMPANY,4313.52771003264
2308,29189,UP,IVORY,UNION PACIFIC RAILROAD COMPANY,10524.8145979069
2309,29510,UP,IVORY,UNION PACIFIC RAILROAD COMPANY,1415.21811098566
2310,55105,UP,JANESVILLE YARD,UNION PACIFIC RAILROAD COMPANY,7106.51989985503
2311,48315,UP,JEFFERSON (UP),UNION PACIFIC RAILROAD COMPANY,2055.18813288978
2312,29051,UP,JEFFERSON CITY,UNION PACIFIC RAILROAD COMPANY,18565.0197332189
2313,05119,UP,JENKS SHOPS,UNION PACIFIC RAILROAD COMPANY,12092.3787504408
2314,05119,UP,JENNKS SHOPS,UNION PACIFIC RAILROAD COMPANY,427.410028742298
2315,05031,UP,JONESBORO,UNION PACIFIC RAILROAD COMPANY,2353.71907531332
2316,06071,UP,KAISER YARD,UNION PACIFIC RAILROAD COMPANY,1776.07377123206
2317,06099,UP,KEARNEY YARD,UNION PACIFIC RAILROAD COMPANY,3914.21479056326
2318,53033,UP,KENT AUTO-RAMP,UNION PACIFIC RAILROAD COMPANY,7914.94905316485
2319,41051,UP,KENTON YARD,UNION PACIFIC RAILROAD COMPANY,12372.0822314076
2320,22051,UP,KINDER-MORGAN,UNION PACIFIC RAILROAD COMPANY,4247.33839300724
2321,48029,UP,KIRBY,UNION PACIFIC RAILROAD COMPANY,9784.34449159799
2322,41035,UP,KLAMATH FALLS YARD,UNION PACIFIC RAILROAD COMPANY,21391.6850766392
2323,41061,UP,LA GRANDE YARD,UNION PACIFIC RAILROAD COMPANY,7144.11171572615
2324,22019,UP,LAKE CHARLES,UNION PACIFIC RAILROAD COMPANY,4701.84557668998
2325,22017,UP,LAKE HAYES,UNION PACIFIC RAILROAD COMPANY,17458.2161664675
